lang,script,N,logN,H,zH,peak,k_close,d_nn,nn_lang,d_up,target_lang,up_resratio,support_val,fp_val,magnet_ratio,category
bim_Latn,Latn,60084,4.779,2.8392,-0.164,0.2,15,0.7375,xon_Latn,1.0919,gur_Latn,0.7757,54,1,0.018,head
bin_Latn,Latn,100000,5.0,2.7888,-0.871,0.2,8,0.6974,oke_Latn,,,,95,5,0.052,head
bis_Latn,Latn,100000,5.0,2.7668,-1.177,0.2,8,0.535,pis_Latn,,,,820,1,0.001,head
biu_Latn,Latn,11038,4.043,2.9002,0.689,0.2,102,0.387,hra_Latn,0.387,hra_Latn,0.3605,9,1,0.1,mid
biv_Latn,Latn,17791,4.25,2.8261,-0.348,0.2,43,0.5904,bfo_Latn,0.8721,bib_Latn,0.9993,16,0,0.0,mid
bjn_Arab,Arab,6110,3.786,2.8396,-0.012,0.2,46,0.1031,ace_Arab,0.5728,ars_Arab,0.3296,8,5,0.556,twin
bjn_Latn,Latn,27655,4.442,3.0816,3.228,0.2,398,0.2137,ind_Latn,0.2137,ind_Latn,0.2766,20,74,3.524,flat_magnet
bjp_Latn,Latn,3587,3.555,2.9485,1.365,0.2,129,0.7032,mgm_Latn,0.9121,ben_Latn,0.9174,1,0,0.0,mid
bjr_Latn,Latn,26849,4.429,2.7542,-1.354,0.2,0,1.0665,thv_Latn,1.327,tar_Latn,0.5745,11,0,0.0,head
bjv_Latn,Latn,28868,4.46,2.744,-1.497,0.2,1,0.7447,gqr_Latn,1.0725,sba_Latn,0.7691,13,0,0.0,head
bkd_Latn,Latn,17628,4.246,2.8638,0.18,0.2,58,0.8695,kak_Latn,0.8811,hil_Latn,0.1763,7,0,0.0,mid
bkl_Latn,Latn,6670,3.824,2.8568,0.082,0.2,60,0.851,thv_Latn,1.0327,knc_Latn,0.7129,7,0,0.0,mid
bkq_Latn,Latn,17510,4.243,2.8035,-0.665,0.2,13,0.9434,tpw_Latn,1.1438,lij_Latn,0.4955,13,0,0.0,mid
bku_Latn,Latn,13480,4.13,2.879,0.392,0.2,59,0.8305,kak_Latn,0.9272,bnj_Latn,0.9984,11,0,0.0,mid
bkv_Latn,Latn,13494,4.13,2.8563,0.075,0.2,44,0.8737,eto_Latn,1.0998,bam_Latn,0.7217,13,0,0.0,mid
bla_Latn,Latn,1048,3.021,3.059,2.912,0.2,163,0.5677,tzl_Latn,0.7561,pcd_Latn,0.4736,0,0,0.0,mid
blh_Latn,Latn,6716,3.827,2.8154,-0.498,0.2,28,0.9035,ldn_Latn,0.9423,gej_Latn,0.9931,6,0,0.0,mid
blk_Mymr,Mymr,26251,4.419,2.7402,0.702,0.2,2,0.6926,mya_Mymr,0.6926,mya_Mymr,0.2625,25,1,0.038,head
blt_Latn,Latn,6684,3.825,2.7746,-1.069,0.2,29,0.8138,vie_Latn,0.8138,vie_Latn,0.0668,4,0,0.0,mid
blw_Latn,Latn,17130,4.234,2.8518,0.012,0.2,36,0.7867,ksc_Latn,0.8271,ebk_Latn,0.9624,7,0,0.0,mid
blz_Latn,Latn,17821,4.251,2.8999,0.685,0.2,66,0.7604,loe_Latn,0.8843,mak_Latn,0.6841,10,0,0.0,mid
bmh_Latn,Latn,23801,4.377,2.8275,-0.329,0.2,14,0.9637,mgm_Latn,1.1643,eus_Latn,0.238,9,0,0.0,head
bmk_Latn,Latn,1657,3.22,3.1002,3.488,0.2,220,0.3429,pwg_Latn,0.3429,pwg_Latn,0.0677,1,0,0.0,mid
bmq_Latn,Latn,13524,4.131,2.8518,0.012,0.2,79,0.8132,mev_Latn,0.8748,bam_Latn,0.7233,12,0,0.0,mid
bmr_Latn,Latn,17771,4.25,2.7918,-0.828,0.2,12,0.9506,bor_Latn,1.1815,huu_Latn,0.7368,12,0,0.0,mid
bmu_Latn,Latn,27341,4.437,2.8436,-0.103,0.2,4,0.9735,kdr_Latn,1.2268,bjn_Latn,0.9886,11,0,0.0,head
bmv_Latn,Latn,11017,4.042,2.7296,-1.698,0.2,21,0.9204,bbk_Latn,1.0584,bfd_Latn,0.6182,5,0,0.0,mid
bnj_Latn,Latn,13502,4.13,2.8602,0.129,0.2,44,0.2557,twb_Latn,1.0217,sun_Latn,0.135,10,0,0.0,mid
bno_Latn,Latn,4263,3.63,2.9522,1.417,0.2,137,0.6438,hil_Latn,0.6438,hil_Latn,0.0426,5,2,0.333,mid
bnp_Latn,Latn,35503,4.55,2.8677,0.234,0.2,38,0.9045,mrv_Latn,1.0099,agw_Latn,0.9063,24,0,0.0,head
boa_Latn,Latn,17164,4.235,2.7935,-0.804,0.2,6,0.9618,tpw_Latn,1.1753,gug_Latn,0.1716,12,0,0.0,mid
bod_Tibt,Tibt,45476,4.658,2.7497,-0.674,0.2,1,0.2171,dzo_Tibt,,,,38,0,0.0,head
boj_Latn,Latn,41261,4.616,2.8121,-0.545,0.2,0,1.0258,kdr_Latn,1.3005,fur_Latn,0.8936,15,0,0.0,head
bom_Latn,Latn,11082,4.045,2.8809,0.42,0.2,57,0.8487,eto_Latn,0.9648,bam_Latn,0.5927,12,0,0.0,mid
bon_Latn,Latn,24452,4.388,2.8519,0.014,0.2,22,0.9459,sby_Latn,1.1295,vro_Latn,0.478,5,0,0.0,head
bor_Latn,Latn,156,2.196,3.8538,14.034,0.2,1264,0.0758,ldn_Latn,0.0949,tzl_Latn,0.8211,0,0,0.0,flat_magnet
bov_Latn,Latn,17729,4.249,2.7983,-0.737,0.2,37,0.8047,avn_Latn,0.8461,snw_Latn,0.9993,17,0,0.0,mid
box_Latn,Latn,17668,4.247,2.8126,-0.538,0.2,19,0.8762,mev_Latn,0.998,bqc_Latn,0.3108,14,0,0.0,mid
bpr_Latn,Latn,17724,4.249,2.8571,0.086,0.2,50,0.1149,bps_Latn,0.9965,bjn_Latn,0.6409,10,0,0.0,twin
bps_Latn,Latn,17697,4.248,2.8478,-0.045,0.2,45,0.1149,bpr_Latn,0.1149,bpr_Latn,0.9985,12,0,0.0,twin
bpy_Beng,Beng,25498,4.407,2.6892,0.193,0.2,5,0.481,ben_Beng,0.481,ben_Beng,0.255,21,16,0.727,head
bqc_Latn,Latn,56840,4.755,2.7978,-0.744,0.2,3,0.4089,bus_Latn,1.0331,kpe_Latn,0.7255,69,0,0.0,head
bqj_Latn,Latn,11034,4.043,2.9223,0.998,0.2,85,0.7917,goh_Latn,0.8338,dyo_Latn,0.7453,12,0,0.0,mid
bqp_Latn,Latn,13480,4.13,2.8302,-0.29,0.2,42,0.3024,bus_Latn,0.3024,bus_Latn,0.5806,14,0,0.0,mid
bre_Latn,Latn,33378,4.523,2.8931,0.59,0.2,179,0.6903,vls_Latn,0.7575,sco_Latn,0.3816,35,1,0.028,head
brh_Arab,Arab,11614,4.065,2.8881,1.004,0.2,21,0.3733,pnb_Arab,0.3733,pnb_Arab,0.1161,10,2,0.182,mid
bru_Latn,Latn,17733,4.249,2.7651,-1.202,0.2,4,0.9611,tzl_Latn,1.1201,vie_Latn,0.1773,17,0,0.0,mid
brx_Deva,Deva,3440,3.537,2.8616,-0.06,0.2,73,0.4496,doi_Deva,0.4496,doi_Deva,0.9363,4,0,0.0,mid
brx_Latn,Latn,374,2.574,3.3942,7.602,0.2,745,0.3344,kdr_Latn,0.3711,kas_Latn,0.9235,1,2,1.0,flat_magnet
bsc_Latn,Latn,11055,4.044,2.8874,0.51,0.2,58,0.7882,tnr_Latn,1.065,fuv_Latn,0.3615,9,0,0.0,mid
bsn_Latn,Latn,16998,4.23,2.8236,-0.383,0.2,14,0.5225,myy_Latn,0.5225,myy_Latn,0.9673,16,0,0.0,mid
bsp_Latn,Latn,7698,3.886,2.8913,0.565,0.2,68,0.6861,tem_Latn,0.6861,tem_Latn,0.5691,6,0,0.0,mid
bsq_Latn,Latn,3179,3.502,2.8956,0.624,0.2,69,0.6829,mev_Latn,0.9382,ife_Latn,0.1793,4,2,0.4,mid
bss_Latn,Latn,17773,4.25,2.851,-0.0,0.2,28,0.8892,eto_Latn,0.9926,anv_Latn,0.9987,17,0,0.0,mid
btd_Latn,Latn,14730,4.168,2.9239,1.02,0.2,103,0.6388,btx_Latn,0.6388,btx_Latn,0.1473,14,0,0.0,mid
bth_Latn,Latn,10993,4.041,2.8764,0.355,0.2,64,0.7763,sdo_Latn,0.9255,bjn_Latn,0.3975,11,0,0.0,mid
bts_Latn,Latn,40284,4.605,2.9323,1.138,0.2,81,0.5146,bbc_Latn,0.5146,bbc_Latn,0.4028,40,3,0.073,head
btt_Latn,Latn,13406,4.127,2.8278,-0.325,0.2,36,0.8772,eto_Latn,1.0007,bkv_Latn,0.9935,16,0,0.0,mid
btx_Latn,Latn,100000,5.0,2.9331,1.15,0.2,117,0.5616,ind_Latn,,,,161,2,0.012,head
bud_Latn,Latn,13483,4.13,2.8633,0.172,0.2,35,0.8806,kdr_Latn,0.9878,xon_Latn,0.5522,15,0,0.0,mid
bug_Latn,Latn,14761,4.169,3.0137,2.277,0.2,317,0.4616,mak_Latn,0.4616,mak_Latn,0.5667,22,2,0.087,mid
buk_Latn,Latn,24072,4.382,2.7444,-1.492,0.2,1,0.6627,jae_Latn,1.2847,ldi_Latn,0.4681,5,0,0.0,head
bul_Cyrl,Cyrl,100000,5.0,2.8757,0.08,0.2,58,0.2711,mkd_Cyrl,,,,1534,84,0.055,head
bum_Latn,Latn,100000,5.0,2.8544,0.048,0.2,25,0.4904,fan_Latn,,,,124,0,0.0,head
bus_Latn,Latn,23216,4.366,2.8226,-0.397,0.2,30,0.3024,bqp_Latn,0.4089,bqc_Latn,0.4084,28,0,0.0,head
bvc_Latn,Latn,6694,3.826,2.865,0.197,0.2,66,0.3515,bvd_Latn,0.5405,far_Latn,0.6119,9,0,0.0,mid
bvd_Latn,Latn,4273,3.631,2.8704,0.272,0.2,75,0.3515,bvc_Latn,0.3515,bvc_Latn,0.6383,4,0,0.0,mid
bvr_Latn,Latn,17732,4.249,2.8157,-0.494,0.2,8,0.9802,sby_Latn,1.2282,bjn_Latn,0.6412,17,1,0.056,mid
bvz_Latn,Latn,12855,4.109,2.8278,-0.324,0.2,13,0.9725,mgm_Latn,1.1685,ile_Latn,0.8918,15,0,0.0,mid
bwd_Latn,Latn,3872,3.588,2.9466,1.338,0.2,110,0.538,viv_Latn,0.538,viv_Latn,0.1656,2,0,0.0,mid
bwi_Latn,Latn,221,2.346,3.6671,11.422,0.2,965,0.1795,ldn_Latn,0.1997,aqz_Latn,0.8155,0,0,0.0,flat_magnet
bwq_Latn,Latn,13507,4.131,2.8134,-0.526,0.2,52,0.6107,bbo_Latn,0.7825,bam_Latn,0.7224,18,0,0.0,mid
bwu_Latn,Latn,17557,4.244,2.8036,-0.662,0.2,45,0.8932,hag_Latn,0.9694,maw_Latn,0.9915,24,0,0.0,mid
bxh_Latn,Latn,7138,3.854,2.9279,1.077,0.2,107,0.7481,sbe_Latn,0.7481,sbe_Latn,0.5,10,0,0.0,mid
bxr_Cyrl,Cyrl,28040,4.448,2.8221,-0.627,0.2,47,0.4074,khk_Cyrl,0.4074,khk_Cyrl,0.2804,26,0,0.0,head
byr_Latn,Latn,18296,4.262,2.7985,-0.734,0.2,2,0.9876,diu_Latn,1.0598,agm_Latn,0.7505,9,0,0.0,head
byv_Latn,Latn,1735,3.24,3.0504,2.791,0.2,147,0.5188,eto_Latn,0.793,pcd_Latn,0.784,3,0,0.0,mid
byx_Latn,Latn,17508,4.243,2.8179,-0.463,0.2,19,0.9546,thv_Latn,1.1311,bjn_Latn,0.6331,12,0,0.0,mid
bzd_Latn,Latn,25300,4.403,2.8065,-0.622,0.2,21,0.9513,tpw_Latn,1.1635,lmo_Latn,0.4322,20,0,0.0,head
bzh_Latn,Latn,24550,4.39,2.7807,-0.983,0.2,4,0.9837,kas_Latn,1.1948,mmo_Latn,0.9989,6,0,0.0,head
bzi_Thai,Thai,11019,4.042,2.7288,0.571,0.2,3,0.8534,tha_Thai,0.8534,tha_Thai,0.1102,12,0,0.0,mid
bzj_Latn,Latn,100000,5.0,2.8485,-0.035,0.2,45,0.5341,icr_Latn,,,,102,1,0.01,head
caa_Latn,Latn,17822,4.251,2.8331,-0.25,0.2,17,0.9467,tzl_Latn,1.0637,arg_Latn,0.6877,19,0,0.0,mid
cab_Latn,Latn,100000,5.0,2.8661,0.211,0.2,30,0.8451,ext_Latn,,,,219,0,0.0,head
cac_Latn,Latn,54632,4.737,2.8055,-0.636,0.2,4,0.8138,jac_Latn,0.9698,toj_Latn,0.5463,42,1,0.023,head
caf_Latn,Latn,17803,4.251,2.8491,-0.026,0.2,32,0.2242,crx_Latn,1.1952,bjn_Latn,0.6438,9,0,0.0,twin
cag_Latn,Latn,12070,4.082,2.8198,-0.436,0.2,33,0.854,kas_Latn,1.1234,tpp_Latn,0.6771,14,0,0.0,mid
cak_Latn,Latn,100000,5.0,2.9013,0.704,0.2,19,0.4131,quc_Latn,,,,219,3,0.014,head
cao_Latn,Latn,17717,4.248,2.7846,-0.929,0.2,17,0.947,kaq_Latn,0.947,kaq_Latn,0.7236,7,0,0.0,mid
cap_Latn,Latn,28831,4.46,2.8114,-0.554,0.2,9,0.9354,kas_Latn,1.0004,ayr_Latn,0.2883,27,0,0.0,head
caq_Latn,Latn,31638,4.5,2.7868,-0.898,0.2,3,0.9607,goh_Latn,1.2096,urd_Latn,0.8244,29,0,0.0,head
car_Latn,Latn,18987,4.278,2.81,-0.573,0.2,31,0.9088,tpw_Latn,0.932,apy_Latn,0.5135,7,1,0.125,head
cas_Latn,Latn,6696,3.826,2.8025,-0.678,0.2,29,0.8936,kdr_Latn,1.1821,zos_Latn,0.3758,7,0,0.0,mid
cat_Latn,Latn,100000,5.0,2.9985,2.064,0.2,234,0.2148,oci_Latn,,,,1718,18,0.01,twin
cav_Latn,Latn,17546,4.244,2.7653,-1.199,0.2,3,0.8404,tna_Latn,0.8404,tna_Latn,0.733,8,0,0.0,mid
cax_Latn,Latn,28858,4.46,2.8514,0.006,0.2,25,0.9532,sby_Latn,1.0514,hch_Latn,0.9357,21,0,0.0,head
cbc_Latn,Latn,17534,4.244,2.8374,-0.19,0.2,12,0.7332,tav_Latn,0.8448,tue_Latn,0.9944,17,0,0.0,mid
cbi_Latn,Latn,10976,4.04,2.8379,-0.183,0.2,39,0.8743,sby_Latn,1.122,bug_Latn,0.7436,12,0,0.0,mid
cbk_Latn,Latn,100000,5.0,2.9231,1.01,0.2,127,0.3419,spa_Latn,,,,110,12,0.108,head
cbr_Latn,Latn,24284,4.385,2.742,-1.525,0.2,0,1.0152,sby_Latn,1.221,quw_Latn,0.851,13,0,0.0,head
cbs_Latn,Latn,27312,4.436,2.8157,-0.493,0.2,5,0.9321,shp_Latn,0.9321,shp_Latn,0.381,11,1,0.083,head
cbt_Latn,Latn,10883,4.037,2.7918,-0.828,0.2,19,0.9387,sby_Latn,1.1227,not_Latn,0.4491,9,0,0.0,mid
cbu_Latn,Latn,16983,4.23,2.864,0.182,0.2,33,0.902,yup_Latn,1.0461,swh_Latn,0.1698,7,0,0.0,mid
cbv_Latn,Latn,27955,4.446,2.7822,-0.962,0.2,0,1.0186,zpj_Latn,1.4139,mwl_Latn,0.9477,6,0,0.0,head
cce_Latn,Latn,100000,5.0,2.8974,0.649,0.2,143,0.4494,tsc_Latn,,,,93,4,0.043,head
cco_Latn,Latn,17689,4.248,2.7773,-1.031,0.2,0,1.0273,tzl_Latn,1.3507,chz_Latn,0.9923,21,0,0.0,mid
ccp_Latn,Latn,6763,3.83,2.9483,1.362,0.2,178,0.5786,asm_Latn,0.8646,lad_Latn,0.6716,6,0,0.0,mid
cdf_Latn,Latn,6763,3.83,2.8844,0.468,0.2,114,0.757,asm_Latn,0.7705,aim_Latn,0.6121,6,0,0.0,mid
cdo_Latn,Latn,9577,3.981,2.8278,-0.324,0.2,41,0.8569,goh_Latn,1.0706,nan_Latn,0.23,10,0,0.0,mid
ceb_Latn,Latn,100000,5.0,2.9766,1.759,0.2,202,0.4348,hil_Latn,,,,1865,15,0.008,head
ceg_Latn,Latn,13524,4.131,2.8302,-0.291,0.2,35,0.8895,aqz_Latn,1.1788,arg_Latn,0.5219,12,0,0.0,mid
cek_Latn,Latn,44097,4.644,2.838,-0.182,0.2,18,0.7664,cnk_Latn,0.9312,cfm_Latn,0.5462,35,1,0.028,head
ces_Latn,Latn,100000,5.0,2.9138,0.88,0.2,149,0.3008,slk_Latn,,,,1541,65,0.042,head
cfm_Latn,Latn,80737,4.907,2.9025,0.721,0.2,55,0.326,cnh_Latn,0.326,cnh_Latn,0.8074,78,3,0.038,head
cgc_Latn,Latn,17863,4.252,2.8861,0.491,0.2,82,0.7369,msb_Latn,0.7669,bcl_Latn,0.1786,21,0,0.0,mid
cgg_Latn,Latn,34573,4.539,2.9263,1.054,0.2,143,0.2391,nyn_Latn,0.2391,nyn_Latn,0.3457,36,9,0.243,head
cha_Latn,Latn,19311,4.286,2.9285,1.086,0.2,124,0.8177,lad_Latn,0.8318,spa_Latn,0.1931,7,1,0.125,head
chd_Latn,Latn,18037,4.256,2.8216,-0.411,0.2,19,0.9569,tzl_Latn,1.1154,arg_Latn,0.696,8,0,0.0,head
che_Cyrl,Cyrl,56243,4.75,2.8609,-0.116,0.2,60,0.2953,inh_Cyrl,0.7055,bul_Cyrl,0.5624,53,2,0.037,head
chf_Latn,Latn,18010,4.256,2.8181,-0.459,0.2,26,0.9224,mop_Latn,0.9224,mop_Latn,0.9719,8,0,0.0,head
chj_Latn,Latn,4286,3.632,2.7799,-0.995,0.2,34,0.8756,tzl_Latn,1.0291,cnt_Latn,0.2407,5,0,0.0,mid
chk_Latn,Latn,100000,5.0,2.8817,0.43,0.2,43,0.8996,goh_Latn,,,,295,1,0.003,head
cho_Latn,Latn,1031,3.014,3.0976,3.452,0.2,151,0.5793,vot_Latn,0.7771,lwg_Latn,0.7407,0,1,1.0,mid
chq_Latn,Latn,10965,4.04,2.7728,-1.094,0.2,12,0.9448,tzl_Latn,1.1813,cnl_Latn,0.6159,13,0,0.0,mid
chr_Cher,Cher,11732,4.069,2.6217,0.0,0.2,0,1.0742,hoc_Wara,,,,3,0,0.0,mid
chr_Latn,Latn,6768,3.831,2.7896,-0.859,0.2,43,0.868,tzl_Latn,1.0596,ext_Latn,0.7786,9,0,0.0,mid
chu_Cyrl,Cyrl,27598,4.441,2.7789,-1.197,0.2,39,0.2019,orv_Cyrl,0.2019,orv_Cyrl,0.9916,23,24,1.0,twin
chv_Cyrl,Cyrl,47817,4.68,2.7512,-1.561,0.2,53,0.6957,kca_Cyrl,0.744,mhr_Cyrl,0.4782,33,1,0.029,head
chw_Latn,Latn,99872,4.999,2.9278,1.075,0.2,157,0.2827,mny_Latn,0.7027,vmw_Latn,0.9987,101,1,0.01,head
chz_Latn,Latn,17827,4.251,2.7205,-1.826,0.2,0,1.0323,vot_Latn,1.4432,bam_Latn,0.9535,12,0,0.0,mid
cjk_Latn,Latn,100000,5.0,2.8843,0.466,0.2,142,0.3748,lue_Latn,,,,166,1,0.006,head
cjo_Latn,Latn,17378,4.24,2.8691,0.254,0.2,35,0.2908,cpy_Latn,0.4245,cpb_Latn,0.975,7,1,0.125,mid
cjp_Latn,Latn,13518,4.131,2.8283,-0.317,0.2,37,0.8986,aqz_Latn,0.9952,bzd_Latn,0.5343,17,0,0.0,mid
cjs_Cyrl,Cyrl,1320,3.121,3.045,2.312,0.2,120,0.5277,kjh_Cyrl,0.5277,kjh_Cyrl,0.0334,1,0,0.0,mid
cjv_Latn,Latn,24274,4.385,2.7675,-1.168,0.2,0,0.9997,mrv_Latn,1.2023,kue_Latn,0.987,8,0,0.0,head
ckb_Arab,Arab,100000,5.0,2.8093,-0.648,0.2,14,0.1892,sdh_Arab,,,,175,9,0.051,twin
cko_Latn,Latn,17723,4.249,2.8165,-0.482,0.2,35,0.8633,bam_Latn,0.8633,bam_Latn,0.9479,14,0,0.0,mid
ckt_Cyrl,Cyrl,2269,3.356,2.9201,0.665,0.2,92,0.5051,sel_Cyrl,0.7871,ady_Cyrl,0.385,2,0,0.0,mid
cle_Latn,Latn,17829,4.251,2.7688,-1.15,0.2,0,1.0168,zpj_Latn,1.3036,mau_Latn,0.1783,11,0,0.0,mid
clu_Latn,Latn,10945,4.039,2.9199,0.965,0.2,93,0.3819,krj_Latn,0.3819,krj_Latn,0.614,8,0,0.0,mid
cly_Latn,Latn,13513,4.131,2.8313,-0.275,0.2,34,0.1701,cya_Latn,0.1701,cya_Latn,0.758,17,0,0.0,twin
cme_Latn,Latn,17736,4.249,2.8164,-0.483,0.2,29,0.9069,mev_Latn,0.9922,bam_Latn,0.9486,15,0,0.0,mid
cmn_Hani,Hani,100000,5.0,2.6242,0.394,0.2,6,0.0286,wuu_Hani,,,,934,26,0.028,twin
cmo_Khmr,Khmr,11062,4.044,2.6688,0.0,0.2,1,0.9391,khm_Khmr,0.9391,khm_Khmr,0.1106,13,0,0.0,mid
cmo_Latn,Latn,17989,4.255,2.7748,-1.066,0.2,18,0.9736,eto_Latn,1.2009,jra_Latn,0.9107,9,0,0.0,mid
cmr_Latn,Latn,6689,3.825,2.8162,-0.486,0.2,64,0.8352,zpj_Latn,1.0326,lad_Latn,0.6643,5,0,0.0,mid
cnh_Latn,Latn,100000,5.0,2.835,-0.223,0.2,47,0.326,cfm_Latn,,,,340,0,0.0,head
cni_Latn,Latn,32688,4.514,2.8651,0.198,0.2,38,0.5461,cot_Latn,1.0091,shp_Latn,0.456,30,0,0.0,head
cnk_Latn,Latn,11067,4.044,2.9107,0.837,0.2,110,0.3022,hlt_Latn,0.7664,cek_Latn,0.251,10,0,0.0,mid
cnl_Latn,Latn,17804,4.251,2.7786,-1.012,0.2,0,1.0123,tzl_Latn,1.1965,cle_Latn,0.9986,12,0,0.0,mid
cnt_Latn,Latn,17808,4.251,2.724,-1.777,0.2,0,1.0291,chj_Latn,1.4568,nap_Latn,0.6821,8,0,0.0,mid
cnw_Latn,Latn,6740,3.829,2.9051,0.757,0.2,97,0.4909,cfm_Latn,0.4909,cfm_Latn,0.0835,5,0,0.0,mid
coe_Latn,Latn,17384,4.24,2.7841,-0.935,0.2,6,0.9857,tzl_Latn,1.2204,cub_Latn,0.984,19,0,0.0,mid
cof_Latn,Latn,16915,4.228,2.7943,-0.793,0.2,18,0.9359,sby_Latn,1.0445,spa_Latn,0.1691,11,0,0.0,mid
cok_Latn,Latn,28590,4.456,2.8422,-0.122,0.2,2,0.3161,crn_Latn,0.3161,crn_Latn,0.7691,33,0,0.0,head
con_Latn,Latn,17696,4.248,2.7843,-0.933,0.2,16,0.9535,tpw_Latn,1.0922,cha_Latn,0.9164,7,0,0.0,mid
cop_Copt,Copt,27503,4.439,2.6401,0.0,0.2,0,1.1475,lad_Hebr,,,,23,0,0.0,head
cor_Latn,Latn,41440,4.617,2.858,0.099,0.2,85,0.728,cym_Latn,0.728,cym_Latn,0.4144,38,0,0.0,head
cos_Latn,Latn,9423,3.974,3.0499,2.784,0.2,333,0.2055,scn_Latn,0.2055,scn_Latn,0.1515,13,18,1.286,mid
cot_Latn,Latn,17733,4.249,2.7704,-1.128,0.2,3,0.5461,cni_Latn,0.5461,cni_Latn,0.5425,9,0,0.0,mid
cou_Latn,Latn,6745,3.829,2.8829,0.447,0.2,77,0.7998,diu_Latn,0.8099,bsc_Latn,0.6101,6,0,0.0,mid
cpa_Latn,Latn,17827,4.251,2.7431,-1.509,0.2,0,1.0145,tzl_Latn,1.1651,cle_Latn,0.9999,6,0,0.0,mid
cpb_Latn,Latn,17824,4.251,2.9189,0.951,0.2,48,0.2806,cpu_Latn,0.2806,cpu_Latn,0.9999,9,0,0.0,mid
cpc_Latn,Latn,17825,4.251,2.8852,0.479,0.2,41,0.3305,prq_Latn,0.764,cni_Latn,0.5453,7,0,0.0,mid
cpu_Latn,Latn,17825,4.251,2.8999,0.685,0.2,45,0.2806,cpb_Latn,0.5682,cni_Latn,0.5453,7,0,0.0,mid
cpy_Latn,Latn,14716,4.168,2.8799,0.405,0.2,44,0.2908,cjo_Latn,0.2908,cjo_Latn,0.8468,7,0,0.0,mid
crh_Cyrl,Cyrl,38964,4.591,2.8693,-0.005,0.2,53,0.3859,kum_Cyrl,0.6359,tuk_Cyrl,0.3896,27,3,0.107,head
crh_Latn,Latn,17238,4.237,3.0043,2.145,0.2,234,0.2839,tur_Latn,0.2839,tur_Latn,0.1724,12,29,2.231,flat_magnet
cri_Latn,Latn,2059,3.314,3.1466,4.138,0.2,361,0.4975,zpj_Latn,0.6143,kea_Latn,0.0206,1,5,2.5,flat_magnet
crj_Cans,Cans,4295,3.633,2.7811,0.776,0.2,22,0.4036,crl_Cans,0.574,crm_Cans,0.3884,5,0,0.0,mid
crk_Cans,Cans,4454,3.649,2.6931,-0.334,0.2,20,0.4365,cwd_Cans,0.7579,crm_Cans,0.4028,4,0,0.0,mid
crk_Latn,Latn,6188,3.792,2.8266,-0.342,0.2,52,0.5708,csw_Latn,1.0809,ojb_Latn,0.2331,5,0,0.0,mid
crl_Cans,Cans,4295,3.633,2.746,0.334,0.2,19,0.4036,crj_Cans,0.7759,crm_Cans,0.3884,3,0,0.0,mid
crm_Cans,Cans,11058,4.044,2.6808,-0.489,0.2,7,0.4096,ojb_Cans,0.4096,ojb_Cans,0.3279,10,0,0.0,mid
crn_Latn,Latn,37171,4.57,2.8291,-0.306,0.2,1,0.3161,cok_Latn,1.278,tar_Latn,0.7954,33,6,0.176,head
crs_Latn,Latn,100000,5.0,2.8472,-0.052,0.2,92,0.3434,mfe_Latn,,,,416,11,0.026,head
crt_Latn,Latn,10872,4.036,2.8416,-0.131,0.2,35,0.8812,kdr_Latn,1.1008,cha_Latn,0.563,9,0,0.0,mid
crx_Latn,Latn,11044,4.043,2.8694,0.258,0.2,47,0.2242,caf_Latn,0.2242,caf_Latn,0.6203,10,0,0.0,twin
csb_Latn,Latn,9336,3.97,2.9304,1.112,0.2,205,0.4581,pol_Latn,0.4581,pol_Latn,0.0934,10,15,1.364,mid
csk_Latn,Latn,17816,4.251,2.8868,0.502,0.2,46,0.6324,dyo_Latn,1.0748,fuv_Latn,0.5826,11,0,0.0,mid
cso_Latn,Latn,17825,4.251,2.7614,-1.253,0.2,0,1.0205,tzl_Latn,1.0221,cpa_Latn,0.9999,12,0,0.0,mid
csw_Cans,Cans,124,2.097,3.6063,11.186,0.2,293,0.0636,cwd_Cans,0.0636,cwd_Cans,0.5368,0,0,0.0,flat_magnet
csw_Latn,Latn,247,2.394,3.5805,10.21,0.2,702,0.2302,otw_Latn,0.2561,aqz_Latn,0.9114,0,0,0.0,flat_magnet
csy_Latn,Latn,36704,4.565,2.8641,0.183,0.2,65,0.2937,zom_Latn,0.2937,zom_Latn,0.7578,38,1,0.026,head
cta_Latn,Latn,17725,4.249,2.7819,-0.967,0.2,2,0.9183,cly_Latn,0.9771,cya_Latn,0.9943,11,0,0.0,mid
ctd_Latn,Latn,66425,4.822,2.8877,0.515,0.2,36,0.0758,zom_Latn,0.7123,cfm_Latn,0.8227,53,2,0.037,twin
cto_Latn,Latn,16604,4.22,2.8346,-0.229,0.2,64,0.8232,ory_Latn,0.887,emp_Latn,0.9216,13,0,0.0,mid
ctp_Latn,Latn,25169,4.401,2.8073,-0.611,0.2,2,0.8596,cly_Latn,1.3249,bjn_Latn,0.9101,17,0,0.0,head
ctu_Latn,Latn,100000,5.0,2.8264,-0.343,0.2,2,0.9687,tzo_Latn,,,,175,0,0.0,head
cub_Latn,Latn,17667,4.247,2.8049,-0.644,0.2,11,0.9769,tzl_Latn,1.1052,bao_Latn,0.9899,11,0,0.0,mid
cuc_Latn,Latn,17804,4.251,2.7094,-1.981,0.2,0,1.0265,tzl_Latn,1.1075,cso_Latn,0.9988,6,0,0.0,mid
